"V1","V2","V3"
1,0.509746563507599,0.382538727114261
2,0.580273680437525,0.501826326099352
3,0.739538976020511,0.376426470208323
4,0.622396137188103,0.37787865219271
5,0.424356893312627,0.324863480682216
6,0.66269191042098,0.392601925063373
7,0.577609692592671,0.368339846928441
8,0.546633873547917,0.395750579427194
9,0.711661508173153,0.346391105885213
10,0.592844619050938,0.389997493744133
11,0.563721950484453,0.356356401689879
12,1,0.377165099109452
13,0.671610674339173,0.35734848955012
14,0.634781301422581,0.373138458499228
15,0.421701624346056,0.342117097925425
16,0.511421055114191,0.427272673598023
17,0.59578878255987,0.402641068386222
18,0.694939394165952,0.357434978827543
19,0.70433745280249,0.349682552976976
20,0.474454995708711,0.373765655402099
21,0.722316978820663,0.375506016670929
22,0.698888502130444,0.357546186201116
23,0.472519618989569,0.382268670133311
24,0.587084417621896,0.427957939479488
25,0.807576392076715,0.356871957284259
26,1,0.414729128780594
27,0.47607114712893,0.379811163304604
28,0.588031602713905,0.394491416779996
29,0.517297030856577,0.410830971635186
30,0.528037463382685,0.450171840212717
31,1,0.394226366379205
32,0.913973797149257,0.31877052508625
33,0.905900843190404,0.368958145144263
34,0.533763449992264,0.433368786217158
35,0.670566675723406,0.3918391567654
36,0.643107752290266,0.471679288469175
37,0.926437564079622,0.425270952934985
38,0.729106451541082,0.396952151721657
39,0.620612154786245,0.29479490688201
40,0.754133203128463,0.255740348899883
41,0.600265071735854,0.42124882407388
42,0.732375402510325,0.329301925391117
43,0.383998499454474,0.379565184424402
44,0.534669237366271,0.424621559483572
45,0.53915952144739,0.370787893764228
46,0.602516225998848,0.430119640644249
47,0.786296876969313,0.350170945866175
48,0.549075132234402,0.322627970787468
49,0.775495458995672,0.389575256981162
50,0.55348821618917,0.410078872768758
51,0.641043490008833,0.354458229224659
52,0.605449129689724,0.415910401040778
53,0.468534249433009,0.319291999965599
54,1,0.341728741715093
55,0.397294877033749,0.345618623519698
56,0.603493557024817,0.368763385284276
57,0.858450273479164,0.357432746067662
58,0.49006206620231,0.353365001698842
59,1,0.524950594816006
60,0.464622663552929,0.333440222123059
61,0.488910120949282,0.359452598372931
62,0.547914943166275,0.367088686018844
63,0.481653895975791,0.349474717379381
64,0.741800638740434,0.483338377614974
65,0.685592227416238,0.443974642893677
66,0.641910366239073,0.443152058824587
67,0.528709162415919,0.422505177413398
68,0.438375217776952,0.320443214320616
69,0.569676840092989,0.392315447654175
70,0.447051180733977,0.372773965860411
71,0.580965642073153,0.392143418029479
72,0.77168049187512,0.330205979255178
73,0.528353457505872,0.347230252151139
74,0.692397412827015,0.378191030582145
75,0.606851914478311,0.377700947362759
76,0.789490212358867,0.386873725479653
77,0.5522751002923,0.428355010621102
78,0.571406237739266,0.338722984009474
79,0.918842322780671,0.312459408016744
80,0.49389870909919,0.39416181407133
81,0.606429620410496,0.346486298716718
82,0.532248778716359,0.377915649887966
83,0.657663245658208,0.379599981153192
84,0.432868347136982,0.379116031209307
85,0.586337304925612,0.438350375360344
86,0.929441985424535,0.32415075061771
87,0.553457819725954,0.366347563721034
88,0.582322993680554,0.419771914636854
89,0.44250770099104,0.348031965216519
90,0.574994988230842,0.350250597677532
91,0.663866857854395,0.376044715142075
92,0.457058657129175,0.408810160009059
93,0.373966221861594,0.322626034899059
94,0.571350279747873,0.390912314522985
95,0.591517983566688,0.397120530806866
96,0.480759100268625,0.393720752080421
97,0.583482525621028,0.401832525970336
98,0.498904925720204,0.366091178287424
99,0.494125549385478,0.379810807041579
100,0.417772363910223,0.359456495516079
101,0.503118219548619,0.249143680423504
102,0.687714861442257,0.351256990590084
103,0.478357350907238,0.344628598543653
104,0.627092682404201,0.381502321284619
105,0.544178282458046,0.332676975038401
106,1,0.363422621100195
107,0.532362272234105,0.381934278367696
108,0.559110467308907,0.353269619058955
109,0.570798048323931,0.441251724607166
110,0.393188933434589,0.381524656180514
111,0.887419356923262,0.389033379900992
112,0.872887633965724,0.386999618338092
113,0.543389793998781,0.489913503726772
114,0.475882546667723,0.34514601118514
115,0.536051259781928,0.368079675606898
116,0.544145289993136,0.34813224783051
117,0.951438332379753,0.398765967753817
118,1,0.299334704725262
119,0.620844496214876,0.40969649062949
120,0.655789903520095,0.354004367695656
121,0.446018218860863,0.400835487190209
122,0.658963315299745,0.41735017409986
123,1,0.368864255181019
124,0.503327728950159,0.424353583102104
125,0.502565568801504,0.403875275422807
126,0.594542848835295,0.405014233053999
127,0.54761336816914,0.292626279800855
128,0.4325643410604,0.225155406526861
129,0.570338725296486,0.342003281163177
130,0.529617526149135,0.360380609058698
131,0.516567452341161,0.375222950047062
132,1,0.362616884249158
133,0.499746211384622,0.389253962816948
134,0.549012498030924,0.392055423356567
135,0.477788000446807,0.421907210707653
136,0.887986538598248,0.420547576280649
137,0.810377414736203,0.329751600813577
138,0.562073500208127,0.386232904515357
139,0.478216456409508,0.353476724233195
140,0.540167510058614,0.344002382783641
141,0.656562730917001,0.425573550463449
142,0.578599224465955,0.396628782321921
143,0.845761627491593,0.390398647899575
144,0.586255977138942,0.35547380364925
145,0.634223494881091,0.363330833973069
146,0.698190997176036,0.4551407457616
147,0.406435284936035,0.410473337509176
148,0.576682267756652,0.397673825510998
149,0.682329052100162,0.407048696008467
150,0.646824646246621,0.436835285107445
151,0.519069324376658,0.405163812117028
152,0.431659703656025,0.408281439525016
153,0.616573173314724,0.414616853180715
154,0.58709955958621,0.338191616298865
155,0.523742107568995,0.348920091004792
156,0.427506176956943,0.385261980191749
157,0.433062722368676,0.461995586939173
158,0.523578978251813,0.433982987203621
159,0.672232384133934,0.460263728180748
160,0.552564848080806,0.430128956693336
161,0.576413615692891,0.462519187429203
162,0.567415253663946,0.451794350440266
163,0.500518531976173,0.435558736911452
164,0.668220272379742,0.389951860084882
165,0.633075685470209,0.464595703841632
166,0.76044451734155,0.354559885829342
167,1,0.426709429596535
168,0.636888756151889,0.374866874825306
169,0.848259570341437,0.369518316329948
170,0.697366480355961,0.396814573579543
171,0.614748079416661,0.392396419694453
172,0.508828124359971,0.357298524029539
173,0.620764718813433,0.338414248632601
174,0.746716816701932,0.438585285156581
175,0.573151230652066,0.297385666479435
176,0.838834233088444,0.39945037653435
177,0.483833330570989,0.458772519144308
178,0.598730903526022,0.377042199502503
179,0.556771777587126,0.420937310704755
180,0.73756662721131,0.35914607387247
181,0.491207076082477,0.429876884701951
182,0.457530322424685,0.438585161366014
183,0.451047413849733,0.3919996539906
184,0.469268244582594,0.46746701321767
185,0.5168760250048,0.347284369037486
186,0.52028864707535,0.4129912595357
187,0.78487126224653,0.41309276918625
188,0.488703905469251,0.39598688180267
189,0.493733943535561,0.334949337469492
190,0.516294776204293,0.254405973871624
191,0.489491994548703,0.412370199444828
192,1,0.370440410327122
193,0.598414161284893,0.429816109664191
194,0.543756161948187,0.31776468078504
195,0.522187693618423,0.4070052245891
196,0.56824944025232,0.370601630982128
197,0.396960308301637,0.372899937175326
198,0.49074452575354,0.395397407157055
199,0.542515643573102,0.433274321631775
200,0.53245377770674,0.464709121062617
201,1,0.377809352968784
202,0.494398785813623,0.3979960319484
203,1,0.32513443882179
204,0.596837515052345,0.367133619079448
205,0.520476828691454,0.392349133047423
206,0.587264731545108,0.407161043734001
207,0.642293861505582,0.362361266025628
208,0.787786646266033,0.420133855658634
209,0.525651875317894,0.39732738290681
210,0.755824744061056,0.437242860395455
211,0.615994749060771,0.370118833952016
212,0.47824281271079,0.345807468062914
213,0.534058528288696,0.303229863388761
214,0.543555923275014,0.410737777981092
215,0.541761200492309,0.480163889547667
216,0.582001679905757,0.439368760646937
217,0.827124709924137,0.461264663805156
218,0.559981473062974,0.414276098690295
219,0.564714022254573,0.345874084816102
220,0.52750242862612,0.400096770348154
221,0.796584048144634,0.438018339565766
222,0.623372513057843,0.412458177631786
223,1,0.319749173790802
224,0.512367539885809,0.358734007451454
225,0.466572861520474,0.397220141341833
226,0.562756979240252,0.393708648655433
227,0.503576473178492,0.375257385437144
228,0.527914353014604,0.306084500443547
229,0.674313938456091,0.406509082344635
230,1,0.395786355743957
231,0.650706804035867,0.361940516712757
232,0.617038530318042,0.275976955234488
233,0.570956756346606,0.362563924228656
234,0.715591323189828,0.440165057973013
235,0.740100897700385,0.383151651278006
236,0.643295005216796,0.384627847550902
237,0.413387128631342,0.366953626705424
238,0.499904424258227,0.383088167263676
239,1,0.394029447176471
240,0.533838738621147,0.35026159926924
241,0.46878746552915,0.520177677061441
242,0.547105802260911,0.400739042011387
243,0.491108720980977,0.368237257924674
244,0.474143361362055,0.382873735849479
245,0.454865922131509,0.389207604054372
246,0.536713290623699,0.390793319961258
247,0.662317255175913,0.373970853843314
248,0.620336384221711,0.349511390058056
249,0.452367186803659,0.359304350590186
250,0.533184222998673,0.379178997773927
251,0.507731311831389,0.384238793906316
252,0.687900900112327,0.311976332140793
253,0.889935697182312,0.399754249526984
254,0.544764833890129,0.329967755600047
255,0.836528665190031,0.377110325482025
256,0.480204989407043,0.459746326905745
257,0.69264273665975,0.384230058447875
258,0.657373112045903,0.329735415004418
259,0.551933479004744,0.44531049301123
260,0.718336412235533,0.384308625982287
261,0.703823095056303,0.372006861876454
262,0.681817769284715,0.372102279544831
263,0.862309978173198,0.328732404858849
264,0.522523120702849,0.415418843760705
265,0.674181373450308,0.489600066183522
266,0.510297595018492,0.34929580087824
267,0.588751185454592,0.343583007939366
268,0.535545637179798,0.39555485513357
269,0.778835323743541,0.370031126366055
270,0.579699768002683,0.374420384951214
271,0.647002556976897,0.400104811291993
272,0.685330196434745,0.436631766086061
273,0.735464865347176,0.310910714035583
274,0.501848365915669,0.392391103085661
275,0.687446698499975,0.367009809161212
276,0.690070455290791,0.346815364608461
277,0.806830942487704,0.368392175535866
278,0.54004142213816,0.493406580886027
279,0.554504087757225,0.417171836414493
280,1,0.3672195740293
281,0.378874772863475,0.385732114038266
282,0.713649056091885,0.307253779127667
283,0.639828135394274,0.398364813405222
284,0.586968043762299,0.359520893157524
285,1,0.3697241605521
286,0.669959277490772,0.337719437978422
287,0.66337109604599,0.286452195865074
288,0.771058950447826,0.405987814060653
289,0.498674433690991,0.389069435720307
290,0.717016013207273,0.382809116689585
291,0.613001320246525,0.318618797408289
292,1,0.345421195538927
293,1,0.338836693862912
294,0.794413317793227,0.385081280342269
295,0.777516741323026,0.34869509021641
296,0.430893219470429,0.37534867707866
297,0.554544768612249,0.387575545494767
298,0.484449339801867,0.403207515018387
299,0.67028260232042,0.441745041682884
300,0.871935474975446,0.381757476177267
301,0.549983880751968,0.425030744094947
302,0.421145642401344,0.35960514583729
303,0.485086257097692,0.373680813322162
304,0.575490225490493,0.359838804053653
305,0.656821396742895,0.409157157049755
306,0.46761659222459,0.419246804892636
307,0.642326657593798,0.316872347073713
308,0.552663693319779,0.359716177316043
309,1,0.381574329369974
310,0.702547918609791,0.411115509259539
311,0.432400183715492,0.352394891910876
312,0.461880136305774,0.37123072088293
313,0.666904353316264,0.402087035143142
314,0.805109351884227,0.364647859057159
315,0.493937298461087,0.393888669171738
316,0.817945655195453,0.366249400177131
317,0.556009083178176,0.313136562838452
318,1,0.422642966215006
319,0.785313675485696,0.366389215979428
320,0.662441755788061,0.381289612227225
321,0.639529505322205,0.394861576118416
322,1,0.382596547061972
323,0.855609439808942,0.325921833280477
324,0.899312001144748,0.440847566831105
325,0.475053620544989,0.404130434509248
326,0.624466934084051,0.399590176762102
327,0.586920668687001,0.351638821312057
328,0.847988620426337,0.391458945742361
329,0.470878238551306,0.348756130651459
330,0.457295546824613,0.370175096033958
331,0.737448907036465,0.431378498666428
332,1,0.410350900955384
333,0.481692943062323,0.323361187019127
334,0.632755974430095,0.385790445004657
335,1,0.402220758590698
336,0.986373536871197,0.37927034596908
337,0.471096756636192,0.386353603431984
338,0.501308686645607,0.434783752008426
339,0.708536499171862,0.326668574770001
340,0.650354398361241,0.383422167420148
341,0.448456903021618,0.323097971264947
342,0.572096835188271,0.331372306466485
343,0.702927560164275,0.317598970447756
344,0.541639301064894,0.387353661667915
345,0.569849637805351,0.526381761159313
346,0.550018506450075,0.405054366385125
347,0.752626431288892,0.43889109494061
348,0.387299674765778,0.372573141126041
349,0.926094502743141,0.385849348336847
350,0.703494172621214,0.28932083142542
351,0.49337967253645,0.352006684140994
352,0.623137654679417,0.352637935030543
353,0.559799922120772,0.375941364838843
354,0.445233125145561,0.400931878180096
355,0.814350631109028,0.417232909773137
356,0.486626083944523,0.459599956954084
357,0.731684630131976,0.338466746730842
358,0.554613597096077,0.387891201126281
359,0.475414205515251,0.371229318404703
360,0.550437163176036,0.26482932426547
361,0.549358820768995,0.40193748846099
362,0.650378475318197,0.399963913935545
363,0.535370737374197,0.439592623732728
364,1,0.333800883402609
365,0.537296443639557,0.488427434517388
366,0.95308322276226,0.402799737937708
367,0.559083733761498,0.366191510702288
368,0.507554712305036,0.37577106053383
369,0.508280926378478,0.383933240474011
370,0.517622908250244,0.453968986740486
371,0.669035917480327,0.398753170571027
372,0.712829630279025,0.354185111881613
373,1,0.348860154061024
374,1,0.458266484906571
375,0.480388827147402,0.417403466514339
376,0.6992679460049,0.375787313188715
377,0.568294163805058,0.403298132397274
378,0.457868935477352,0.422191764951596
379,0.494726770151972,0.380097125214732
380,0.719786171724932,0.359533177367345
381,0.65252894049949,0.394220704810139
382,0.618902679062843,0.33557147228358
383,0.572639347500052,0.510263014834716
384,0.743308083325738,0.385192506537308
385,0.535969387719194,0.422047874187244
386,0.508590851169722,0.368567008757638
387,0.552672230001314,0.454603882893533
388,0.558105452172129,0.481593180542725
389,0.529246770016121,0.34743467282243
390,0.488472724508159,0.339248946583517
391,0.654218467404312,0.385755254221607
392,0.681579159805243,0.367091706878036
393,0.466034261749268,0.379707587262234
394,0.483502732772337,0.356644935750898
395,0.705593765140813,0.364264311852264
396,0.546967388084388,0.415581888807336
397,1,0.391832886042524
398,0.534055413315756,0.371662273220505
399,0.737317210360734,0.438043534886355
400,0.427566755766177,0.344216861217582
401,0.812871332448091,0.407627661711965
402,0.532294041050304,0.383844501269938
403,0.476114356318459,0.443555419751414
404,0.495728545989154,0.338848726912823
405,0.476716718079006,0.396579255771171
406,0.851780664702879,0.349160934232267
407,0.404464131807751,0.378212663865624
408,0.693905193945203,0.415627181346441
409,0.494230784765534,0.376962381018867
410,0.665371949953782,0.354760030469781
411,0.46349399203007,0.429665856831499
412,0.905191599703802,0.432274329091108
413,0.634835715377344,0.376730382355822
414,1,0.333039033424457
415,0.65382518252965,0.382289646116221
416,0.49540164425327,0.352847377801337
417,0.448602938202826,0.379793931720529
418,0.684911629182984,0.386662689001849
419,0.741211839557997,0.340430371063332
420,0.52447399322053,0.357664616136906
421,1,0.439634571404721
422,0.55184405046314,0.412170331972296
423,0.466294015065705,0.362870670675078
424,0.502219153756188,0.375697033540253
425,0.564276691712765,0.341863712329499
426,0.537696954669986,0.379529846585365
427,0.547871480838205,0.421571297336117
428,0.568973272791181,0.314435725494334
429,1,0.423397779770918
430,0.775626630586146,0.389772578435114
431,0.533840812730596,0.468349235858573
432,0.880495012993851,0.370511263358544
433,0.50187037742233,0.355186144102312
434,0.5352247272814,0.401245214177108
435,0.687905871539065,0.48697974506282
436,0.470694259407909,0.337779283756785
437,0.563415849792242,0.466401782970747
438,0.725972657873622,0.360254325212505
439,0.665045128275908,0.490497973187978
440,0.572623753806961,0.394292813420203
441,0.571591483424538,0.350280282725276
442,1,0.395511972276894
443,0.893612706491779,0.407811000400249
444,0.600449514504093,0.673878915852492
445,0.490840327783365,0.374639984286973
446,1,0.330836110031131
447,0.482965053860248,0.403203610817009
448,0.721298811040768,0.398725881773031
449,0.543317953511507,0.355843633851382
450,0.544722996729715,0.390642215299386
451,0.620838519701609,0.369216110727359
452,0.789613375240757,0.39364499825316
453,1,0.435220397579744
454,0.664666487852221,0.365413105787969
455,0.539679549458849,0.455257075789936
456,0.638152263836101,0.372318215937125
457,0.667692697233342,0.346688138404759
458,0.89765632923848,0.359083006079112
459,0.564530535052888,0.376427156100517
460,0.690660102100818,0.321650757758789
461,1,0.375226536708609
462,0.638401078493197,0.389670023776176
463,0.557554103309922,0.496413759214104
464,0.714179466502971,0.35782009972532
465,0.62531920691928,0.395340394622309
466,0.61911658269661,0.379479850614268
467,0.539846603695219,0.369982664068431
468,1,0.352401568611944
469,0.567588669047762,0.381388542402072
470,0.61532891438197,0.409816192181065
471,0.50897968426535,0.378384874602729
472,0.548781134248534,0.388917832910334
473,0.640091627902913,0.439738699622613
474,0.668776266164103,0.358939142223351
475,0.525628492692756,0.403141454675647
476,0.521277295410718,0.378896562929473
477,0.550761547645217,0.364322505151997
478,1,0.410002404774911
479,0.550249408834891,0.370858013690832
480,0.890165151200234,0.426987671305952
481,0.579050091000026,0.374136383300878
482,0.841845079516932,0.430581888756008
483,0.659021685746073,0.416429732691971
484,0.474087840758604,0.350485754116826
485,0.503448069832699,0.421040804710874
486,0.863166286432673,0.321888597011729
487,0.562251852691931,0.302658991088544
488,0.529271328322192,0.333516523436477
489,0.618316490604704,0.396145435714474
490,0.509782854621615,0.390360619104669
491,1,0.377504326429862
492,0.533902040317345,0.424554321892144
493,0.426584906854616,0.32295809394956
