"V1","V2","V3","V4","V5"
1,0.809099357850946,0.809099357850946,0.653841364576599,0.653841364576599
2,0.773984753689833,0.773984753689833,0.613491699798142,0.613491699798142
3,0.746755607227436,0.746755607227436,0.595374713503339,0.595374713503339
4,0.726246738611826,0.726246738611826,0.629723615123802,0.629723615123802
5,0.699721993920143,0.699721993920143,0.652136425466722,0.652136425466722
6,0.731198189505226,0.731198189505226,0.647256709418103,0.647256709418103
7,0.811179036577427,0.811179036577427,0.604756776531597,0.604756776531597
8,0.682892274977258,0.682892274977258,0.603018165079603,0.603018165079603
9,0.831478413323566,0.831478413323566,0.695096655095783,0.695096655095783
10,0.78136911153468,0.78136911153468,0.771085713346878,0.771085713346878
11,0.728418946853324,0.728418946853324,0.674355177639832,0.674355177639832
12,0.851544625798458,0.851544625798458,0.564754044544631,0.564754044544631
13,0.693882037330585,0.693882037330585,0.647037050962323,0.647037050962323
14,0.830233505396518,0.830233505396518,0.660097772812872,0.660097772812872
15,0.745174666599103,0.745174666599103,0.664478443253362,0.664478443253362
16,0.755088081765756,0.755088081765756,0.666008782630331,0.666008782630331
17,0.738579499761688,0.738579499761688,0.630563121350298,0.630563121350298
18,0.86116315282605,0.86116315282605,0.687702048122245,0.687702048122245
19,0.705261676572249,0.705261676572249,0.629143914871317,0.629143914871317
20,0.681184802742093,0.681184802742093,0.637496615304782,0.637496615304782
21,0.688024620064288,0.688024620064288,0.647436319133032,0.647436319133032
22,0.778982588738884,0.778982588738884,0.654966870556199,0.654966870556199
23,0.764616456003642,0.764616456003642,0.655904612394951,0.655904612394951
24,0.721698544965063,0.721698544965063,0.674414523250267,0.674414523250267
25,0.711298532830723,0.711298532830723,0.631404824187168,0.631404824187168
26,0.807057563949991,0.807057563949991,0.69423663746283,0.69423663746283
27,0.719057047526033,0.719057047526033,0.619547018384373,0.619547018384373
28,0.749913513047672,0.749913513047672,0.584692181690023,0.584692181690023
29,0.664608043353332,0.664608043353332,0.570063187475921,0.570063187475921
30,0.66900119186082,0.66900119186082,0.603222811170736,0.603222811170736
31,0.865326961108818,0.865326961108818,0.686513324971648,0.686513324971648
32,0.730738891973857,0.730738891973857,0.633868530850982,0.633868530850982
33,0.786860523854479,0.786860523854479,0.673665500892069,0.673665500892069
34,0.714488593898563,0.714488593898563,0.58337777392121,0.58337777392121
35,0.818678661309456,0.818678661309456,0.661448507722573,0.661448507722573
36,0.78388067090559,0.78388067090559,0.661160836430815,0.661160836430815
37,0.782762305942664,0.782762305942664,0.622174573432769,0.622174573432769
38,0.665531054081125,0.665531054081125,0.572547048800806,0.572547048800806
39,0.806237519409557,0.806237519409557,0.64354682705554,0.64354682705554
40,0.702677987003725,0.702677987003725,0.634738397596608,0.634738397596608
41,0.856507614880719,0.856507614880719,0.704662760789967,0.704662760789967
42,0.73882982856382,0.73882982856382,0.618621940058968,0.618621940058968
43,0.767523365306246,0.767523365306246,0.614622017995581,0.614622017995581
44,0.750280706496725,0.750280706496725,0.657674877615156,0.657674877615156
45,0.794786093290005,0.794786093290005,0.721528931179616,0.721528931179616
46,0.85234353610844,0.85234353610844,0.658116961537258,0.658116961537258
47,0.73615069978925,0.73615069978925,0.597917175442043,0.597917175442043
48,0.766838644266674,0.766838644266674,0.652479880825261,0.652479880825261
49,0.82008188360901,0.82008188360901,0.662990478154188,0.662990478154188
50,0.721142885365919,0.721142885365919,0.622946999988662,0.622946999988662
51,0.701559981408075,0.701559981408075,0.646660671584382,0.646660671584382
52,0.743596983238911,0.743596983238911,0.666658852222601,0.666658852222601
53,0.768789112816025,0.768789112816025,0.651791915462702,0.651791915462702
54,0.751834937097993,0.751834937097993,0.61200233520743,0.61200233520743
55,0.710950336078541,0.710950336078541,0.608345218086211,0.608345218086211
56,0.804001254189782,0.804001254189782,0.646865946935952,0.646865946935952
57,0.743163511413468,0.743163511413468,0.655644278787838,0.655644278787838
58,0.708563230034693,0.708563230034693,0.622230210206813,0.622230210206813
59,0.758829751438277,0.758829751438277,0.654373545362469,0.654373545362469
60,0.778230839655683,0.778230839655683,0.64878477118097,0.64878477118097
61,0.850984400207889,0.850984400207889,0.673477806876118,0.673477806876118
62,0.739720685341377,0.739720685341377,0.680986998017832,0.680986998017832
63,0.717210366715216,0.717210366715216,0.692394052394034,0.692394052394034
64,0.827126250414307,0.827126250414307,0.643932088752112,0.643932088752112
65,0.779944061559527,0.779944061559527,0.657285200163212,0.657285200163212
66,0.819607101870427,0.819607101870427,0.661700074585193,0.661700074585193
67,0.7022815532888,0.7022815532888,0.678587897394175,0.678587897394175
68,0.847209685036672,0.847209685036672,0.820600797197537,0.820600797197537
69,0.692441197258064,0.692441197258064,0.599854984856933,0.599854984856933
70,0.695017505733227,0.695017505733227,0.645023601708918,0.645023601708918
71,0.758129285822649,0.758129285822649,0.587278446871476,0.587278446871476
72,1,1,0.681241112967731,0.681241112967731
73,0.680406229424331,0.680406229424331,0.629381725199383,0.629381725199383
74,0.680466547714805,0.680466547714805,0.649180235603839,0.649180235603839
75,0.746026569422779,0.746026569422779,0.584874218789311,0.584874218789311
76,0.742230650916645,0.742230650916645,0.58958682651207,0.58958682651207
77,0.73902057749521,0.73902057749521,0.788477354694918,0.788477354694918
78,0.718143963393076,0.718143963393076,0.697492219348828,0.697492219348828
79,0.738105327947873,0.738105327947873,0.681444235057285,0.681444235057285
80,0.744489479654896,0.744489479654896,0.675810958116736,0.675810958116736
81,0.760603153553502,0.760603153553502,0.646068978516407,0.646068978516407
82,0.711537701902717,0.711537701902717,0.653848687932084,0.653848687932084
83,0.863368733847966,0.863368733847966,0.616917219012989,0.616917219012989
84,0.743346223520958,0.743346223520958,0.635558339696891,0.635558339696891
85,0.766746062788519,0.766746062788519,0.669396631676504,0.669396631676504
86,0.769708461297225,0.769708461297225,0.718188678690933,0.718188678690933
87,0.870821106881954,0.870821106881954,0.621197136045812,0.621197136045812
88,0.780230789292981,0.780230789292981,0.598662157652778,0.598662157652778
89,0.648909686197741,0.648909686197741,0.590333733383112,0.590333733383112
90,0.786049719983938,0.786049719983938,0.657788850704801,0.657788850704801
91,0.742779985389625,0.742779985389625,0.626443035870842,0.626443035870842
92,0.69027109530439,0.69027109530439,0.661439986549605,0.661439986549605
93,0.709109853347306,0.709109853347306,0.663020106266332,0.663020106266332
94,0.855510783286492,0.855510783286492,0.62064580433341,0.62064580433341
95,0.829582243513332,0.829582243513332,0.671035275722764,0.671035275722764
96,0.89218673488448,0.89218673488448,0.624691827280581,0.624691827280581
97,0.890718626830302,0.890718626830302,0.737535344247616,0.737535344247616
98,0.726814130107922,0.726814130107922,0.639987330466397,0.639987330466397
99,0.776248649509073,0.776248649509073,0.578213271328514,0.578213271328514
100,0.719694141712627,0.719694141712627,0.67678002811336,0.67678002811336
101,0.723789690104483,0.723789690104483,0.677083579574215,0.677083579574215
102,0.700606957608278,0.700606957608278,0.686890011944411,0.686890011944411
103,0.678752844058792,0.678752844058792,0.640595966083747,0.640595966083747
104,0.742598522103789,0.742598522103789,0.56764595805186,0.56764595805186
105,0.68751866838808,0.68751866838808,0.630751271707414,0.630751271707414
106,0.799907853961652,0.799907853961652,0.680450029537243,0.680450029537243
107,0.744646925321687,0.744646925321687,0.740079921208588,0.740079921208588
108,0.732937625058544,0.732937625058544,0.698631510685858,0.698631510685858
109,0.756535232173769,0.756535232173769,0.647587675377122,0.647587675377122
110,0.730355620644462,0.730355620644462,0.609454789898807,0.609454789898807
111,0.742441667512399,0.742441667512399,0.672348674646451,0.672348674646451
112,0.740619413484817,0.740619413484817,0.658354970665524,0.658354970665524
113,0.687126882858914,0.687126882858914,0.580491826241712,0.580491826241712
114,0.677495728941813,0.677495728941813,0.668900357031891,0.668900357031891
115,0.8693285168083,0.8693285168083,0.752176133199368,0.752176133199368
116,0.883784661073205,0.883784661073205,0.698614357450938,0.698614357450938
117,0.732139959804453,0.732139959804453,0.651221770381613,0.651221770381613
118,0.684943667115917,0.684943667115917,0.598224894857341,0.598224894857341
119,0.674487703899238,0.674487703899238,0.663712715901504,0.663712715901504
120,0.751773446592701,0.751773446592701,0.546608291706058,0.546608291706058
121,0.680114693419705,0.680114693419705,0.625999446981642,0.625999446981642
122,0.749234371433648,0.749234371433648,0.639725593363992,0.639725593363992
123,0.848197600958777,0.848197600958777,0.706032925329877,0.706032925329877
124,0.982361312017728,0.982361312017728,0.614998326104177,0.614998326104177
125,0.785623322144244,0.785623322144244,0.650313592800452,0.650313592800452
126,0.733137334366551,0.733137334366551,0.667052682734545,0.667052682734545
127,0.696972630648579,0.696972630648579,0.626164057339407,0.626164057339407
128,0.732201754572695,0.732201754572695,0.691589235953879,0.691589235953879
129,0.726028020593598,0.726028020593598,0.659135287576687,0.659135287576687
130,0.717670527178717,0.717670527178717,0.589842857205835,0.589842857205835
131,0.837080631386803,0.837080631386803,0.647344674948567,0.647344674948567
132,0.711623805252729,0.711623805252729,0.63126070038928,0.63126070038928
133,0.750892407266458,0.750892407266458,0.651198906879133,0.651198906879133
134,0.767985764400548,0.767985764400548,0.684047532301378,0.684047532301378
135,0.75923338908339,0.75923338908339,0.641134218639987,0.641134218639987
136,0.765353005873349,0.765353005873349,0.605172534364848,0.605172534364848
137,0.725388320321036,0.725388320321036,0.535887817746495,0.535887817746495
138,0.810295399214638,0.810295399214638,0.675142407442238,0.675142407442238
139,0.702704119604177,0.702704119604177,0.699366556612022,0.699366556612022
140,0.702106559324331,0.702106559324331,0.697787907513935,0.697787907513935
141,0.744487223828864,0.744487223828864,0.61657896464717,0.61657896464717
142,0.721680431362577,0.721680431362577,0.629862932040405,0.629862932040405
143,0.861738942770365,0.861738942770365,0.672397539082564,0.672397539082564
144,0.728992132943923,0.728992132943923,0.647041358409092,0.647041358409092
145,0.758940817983815,0.758940817983815,0.678224636758416,0.678224636758416
146,0.814513004584006,0.814513004584006,0.647643494555003,0.647643494555003
147,0.812676520428379,0.812676520428379,0.667968305695634,0.667968305695634
148,0.889427735487318,0.889427735487318,0.730388645182484,0.730388645182484
149,0.91958288315577,0.91958288315577,0.683091820248551,0.683091820248551
150,0.742098109535443,0.742098109535443,0.66181391393803,0.66181391393803
151,0.806788366409172,0.806788366409172,0.663626183488094,0.663626183488094
152,0.729814646686714,0.729814646686714,0.672981039467868,0.672981039467868
153,0.79082922856043,0.79082922856043,0.658375921124238,0.658375921124238
154,0.687092634637068,0.687092634637068,0.647443777632243,0.647443777632243
155,0.827155629146842,0.827155629146842,0.657720801828795,0.657720801828795
156,0.745240986761243,0.745240986761243,0.6272105431379,0.6272105431379
157,0.761808354981243,0.761808354981243,0.659852779748055,0.659852779748055
158,0.751404376608767,0.751404376608767,0.613898648557865,0.613898648557865
159,0.656799614141206,0.656799614141206,0.580867561358236,0.580867561358236
160,0.811072481086899,0.811072481086899,0.547497195989958,0.547497195989958
161,0.707602160633204,0.707602160633204,0.684405550423124,0.684405550423124
162,0.945743218128919,0.945743218128919,0.645864502143176,0.645864502143176
163,0.731487055104545,0.731487055104545,0.630529710912901,0.630529710912901
164,0.75675042659276,0.75675042659276,0.699656538960663,0.699656538960663
165,0.697364450511762,0.697364450511762,0.64323477704294,0.64323477704294
166,0.73064343049095,0.73064343049095,0.616299037155702,0.616299037155702
167,0.8033470932285,0.8033470932285,0.624539521263917,0.624539521263917
168,0.951284649795786,0.951284649795786,0.661367123931823,0.661367123931823
169,0.708616386664492,0.708616386664492,0.666164171582891,0.666164171582891
170,0.821552822052633,0.821552822052633,0.636419130518544,0.636419130518544
171,0.820797228736662,0.820797228736662,0.75503497298368,0.75503497298368
172,0.935647222850887,0.935647222850887,0.699016075634478,0.699016075634478
173,0.726708559105613,0.726708559105613,0.61048212051842,0.61048212051842
174,0.678440794801487,0.678440794801487,0.63211483315629,0.63211483315629
175,0.69875733408345,0.69875733408345,0.639764911898093,0.639764911898093
176,0.823619031347721,0.823619031347721,0.629707294348618,0.629707294348618
177,0.70252008609668,0.70252008609668,0.598035914205495,0.598035914205495
178,0.74394422403427,0.74394422403427,0.655686078235246,0.655686078235246
179,0.872923277438027,0.872923277438027,0.650818311790412,0.650818311790412
180,0.693298024582481,0.693298024582481,0.642889500260824,0.642889500260824
181,0.767445158123155,0.767445158123155,0.642372618771423,0.642372618771423
182,0.768627086480771,0.768627086480771,0.677558830032582,0.677558830032582
183,0.65214761808076,0.65214761808076,0.603363891926821,0.603363891926821
184,0.830862934518086,0.830862934518086,0.616977103979478,0.616977103979478
185,0.715176345388034,0.715176345388034,0.603240263038231,0.603240263038231
186,0.772544455274797,0.772544455274797,0.70892019532262,0.70892019532262
187,0.685725678323193,0.685725678323193,0.609450549793378,0.609450549793378
188,0.703799180929459,0.703799180929459,0.613461257320336,0.613461257320336
189,0.701653823677455,0.701653823677455,0.615625095849824,0.615625095849824
190,0.730221142843907,0.730221142843907,0.584458618326421,0.584458618326421
191,0.69657834510986,0.69657834510986,0.622380897449756,0.622380897449756
192,0.730846858217706,0.730846858217706,0.634460325006569,0.634460325006569
193,0.753107800458173,0.753107800458173,0.646926927218545,0.646926927218545
194,0.672389291163674,0.672389291163674,0.655892617985079,0.655892617985079
195,0.73303086107638,0.73303086107638,0.643174811301228,0.643174811301228
196,0.723343012458795,0.723343012458795,0.647276886344672,0.647276886344672
197,0.878581823286733,0.878581823286733,0.638185542142994,0.638185542142994
198,0.709928999510014,0.709928999510014,0.598370498228159,0.598370498228159
199,0.768895994658866,0.768895994658866,0.641420121860017,0.641420121860017
200,0.682682189921687,0.682682189921687,0.632923005649549,0.632923005649549
201,0.927384700517184,0.927384700517184,0.706939213024238,0.706939213024238
202,0.739073231182062,0.739073231182062,0.646287260549205,0.646287260549205
203,0.75708702767686,0.75708702767686,0.562946137247675,0.562946137247675
204,0.737725052511394,0.737725052511394,0.587910039808558,0.587910039808558
205,0.738442963441735,0.738442963441735,0.662346118502426,0.662346118502426
206,0.72225668151332,0.72225668151332,0.597848965555271,0.597848965555271
207,0.793941087453942,0.793941087453942,0.680445332810826,0.680445332810826
208,0.79030828099321,0.79030828099321,0.683462457647502,0.683462457647502
209,0.731557465145313,0.731557465145313,0.6451903864303,0.6451903864303
210,0.746995838415703,0.746995838415703,0.625643953012951,0.625643953012951
211,0.736753413980672,0.736753413980672,0.614660035429097,0.614660035429097
212,0.701685511250213,0.701685511250213,0.734709440417572,0.734709440417572
213,0.785630026713962,0.785630026713962,0.677052788235513,0.677052788235513
214,0.825481037660516,0.825481037660516,0.672672230438023,0.672672230438023
215,0.753567139623558,0.753567139623558,0.652256427306613,0.652256427306613
216,0.708748206692234,0.708748206692234,0.651045614392232,0.651045614392232
217,0.697823442045485,0.697823442045485,0.625959102719641,0.625959102719641
218,0.842082989583314,0.842082989583314,0.657999798469263,0.657999798469263
219,0.774745080993151,0.774745080993151,0.639704571488581,0.639704571488581
220,0.929981548508177,0.929981548508177,0.645307394065287,0.645307394065287
221,0.742596493255334,0.742596493255334,0.621433863126241,0.621433863126241
222,0.857692612369709,0.857692612369709,0.628338391131758,0.628338391131758
223,0.718077434342173,0.718077434342173,0.669926152661267,0.669926152661267
224,0.756845747326641,0.756845747326641,0.692144077774309,0.692144077774309
225,0.844790547678015,0.844790547678015,0.603566785751813,0.603566785751813
226,0.728572150854724,0.728572150854724,0.646711254723116,0.646711254723116
227,0.772038669410255,0.772038669410255,0.564099475170074,0.564099475170074
228,0.84685936489036,0.84685936489036,0.648876541015949,0.648876541015949
229,0.734536111773256,0.734536111773256,0.644112334955873,0.644112334955873
230,0.736816551950137,0.736816551950137,0.648928473382352,0.648928473382352
231,0.729965497191819,0.729965497191819,0.754960489078647,0.754960489078647
232,0.713266756360764,0.713266756360764,0.575221789192731,0.575221789192731
233,0.948672280083694,0.948672280083694,0.562902895491707,0.562902895491707
234,0.797465918990277,0.797465918990277,0.662808777279359,0.662808777279359
235,0.696129240828126,0.696129240828126,0.644308104136927,0.644308104136927
236,0.697220460206344,0.697220460206344,0.626753062742628,0.626753062742628
237,0.820831423808042,0.820831423808042,0.678506123246464,0.678506123246464
238,0.826261446781615,0.826261446781615,0.695352090181478,0.695352090181478
239,0.76149796939763,0.76149796939763,0.64216533033013,0.64216533033013
240,0.827734084011306,0.827734084011306,0.679357152964743,0.679357152964743
241,0.75696475767941,0.75696475767941,0.678966545903253,0.678966545903253
242,0.80676361502619,0.80676361502619,0.588875525926839,0.588875525926839
243,0.737552684806401,0.737552684806401,0.608729025402377,0.608729025402377
244,0.752178917073656,0.752178917073656,0.666868423897379,0.666868423897379
245,0.812707865619111,0.812707865619111,0.698599159450421,0.698599159450421
